masculins	ADJ	masculin
honneur	NOM	honneur
champagnole-chaussin	NOM	champagnole-chaussin
26	NUM	@card@
-	PUN	-
26	NUM	@card@
moins	ADV	moins
18	NUM	@card@
ans	NOM	an
interrégional	ADJ	interrégional
longvic-chenove	VER:pres	longvic-chenove
27	NUM	@card@
-	PUN	-
23	NUM	@card@
dole-bauhb	NOM	dole-bauhb
24	NUM	@card@
-	PUN	-
23	NUM	@card@
maîche-semur	NOM	maîche-semur
24	NUM	@card@
-	PUN	-
28	NUM	@card@
excellence	NOM	excellence
luxeuil-rougemont	VER:futu	luxeuil-rougemont
29	NUM	@card@
-	PUN	-
26	NUM	@card@
beex	NOM	beex
va-esb	NOM	va-esb
b	VER:subi	b
20	NUM	@card@
-	PUN	-
20	NUM	@card@
besançon-morteau	NOM	besançon-morteau
22	NUM	@card@
-	PUN	-
20	NUM	@card@
moirans-arbois	NOM	moirans-arbois
25	NUM	@card@
-	PUN	-
25	NUM	@card@
régional	ADJ	régional
poligny-chaussin	NOM	poligny-chaussin
19	NUM	@card@
-	PUN	-
25	NUM	@card@
moirans	NOM	moirans
b-chx/prés	VER:pper	b-chx/prés
16	NUM	@card@
-	PUN	-
26	NUM	@card@
bavans	ADJ	bavans
selonc-ascap	NOM	selonc-ascap
36	NUM	@card@
-	PUN	-
18	NUM	@card@
bauhb-maîche	NOM	bauhb-maîche
b	VER:subi	b
41	NUM	@card@
-	PUN	-
34	NUM	@card@
damp-villersexel	NOM	damp-villersexel
14	NUM	@card@
-	PUN	-
33	NUM	@card@
beex	NOM	beex
va	VER:pres	aller
b-vesoul	NOM	b-vesoul
34	NUM	@card@
-	PUN	-
30	NUM	@card@
psb-fraisans	NOM	psb-fraisans
18	NUM	@card@
-	PUN	-
15	NUM	@card@
dole-pays	NOM	dole-pays
riolais	VER:impf	riolais
19	NUM	@card@
-	PUN	-
19	NUM	@card@
moins	ADV	moins
15	NUM	@card@
ans	NOM	an
excellence	NOM	excellence
dole-val	ADJ	dole-val
de	PRP	de
gray	NOM	gray
19	NUM	@card@
-	PUN	-
33	NUM	@card@
bauhb-esb	NOM	bauhb-esb
29	NUM	@card@
-	PUN	-
29	NUM	@card@
melisey-lons	NOM	melisey-lons
23	NUM	@card@
-	PUN	-
29	NUM	@card@
beex	NOM	beex
va-morteau	NOM	va-morteau
25	NUM	@card@
-	PUN	-
13	NUM	@card@
honneur	NOM	honneur
noidans-val	ADJ	noidans-val
gray	NOM	gray
b	VER:subi	b
36	NUM	@card@
-	PUN	-
27	NUM	@card@
esb	NOM	esb
b-val	ADJ	b-val
saône	NOM	saône
28	NUM	@card@
-	PUN	-
22	NUM	@card@
lure-luxeuil	NOM	lure-luxeuil
7	NUM	@card@
-	PUN	-
34	NUM	@card@
bauhb	NOM	bauhb
b-beex	ADJ	b-beex
va	VER:pres	aller
b	VER:pper	b
30	NUM	@card@
-	PUN	-
20	NUM	@card@
val	NOM	val
d'	PRP	de
oye-bavans	NOM	oye-bavans
selonc	NOM	selonc
36	NUM	@card@
-	PUN	-
12	NUM	@card@
maîche-baume	NOM	maîche-baume
19	NUM	@card@
-	PUN	-
20	NUM	@card@
chx	NOM	chx
prés-champagnole	NOM	prés-champagnole
30	NUM	@card@
-	PUN	-
10	NUM	@card@
arbois-poligny	NAM	arbois-poligny
18	NUM	@card@
-	PUN	-
27	NUM	@card@
pontarlier-fraisans	NOM	pontarlier-fraisans
7	NUM	@card@
-	PUN	-
0	NUM	@card@
fft	NOM	fft
moins	ADV	moins
13	NUM	@card@
ans	NOM	an
excellence	NOM	excellence
villersex-pays	NOM	villersex-pays
riolais	VER:impf	riolais
17	NUM	@card@
-	PUN	-
42	NUM	@card@
noidans-dole	NOM	noidans-dole
27	NUM	@card@
-	PUN	-
18	NUM	@card@
pontarlier-bauhb	NOM	pontarlier-bauhb
23	NUM	@card@
-	PUN	-
15	NUM	@card@
val	NOM	val
de	PRP	de
gray-saône	NOM	gray-saône
22	NUM	@card@
-	PUN	-
25	NUM	@card@
chaussin-morteau	NOM	chaussin-morteau
27	NUM	@card@
-	PUN	-
19	NUM	@card@
honneur	NOM	honneur
vesoul-luxeuil	NOM	vesoul-luxeuil
20	NUM	@card@
-	PUN	-
11	NUM	@card@
beex	NOM	beex
va-lure	NOM	va-lure
25	NUM	@card@
-	PUN	-
11	NUM	@card@
psb-esb	NOM	psb-esb
b	VER:subi	b
20	NUM	@card@
-	PUN	-
14	NUM	@card@
palente-vesoul	NOM	palente-vesoul
b	VER:subi	b
7	NUM	@card@
-	PUN	-
24	NUM	@card@
esb-baume	NOM	esb-baume
41	NUM	@card@
-	PUN	-
9	NUM	@card@
bauhb	NOM	bauhb
b-melisey	NOM	b-melisey
26	NUM	@card@
-	PUN	-
22	NUM	@card@
ascap-beex	NOM	ascap-beex
va	VER:pres	aller
b	VER:pper	b
27	NUM	@card@
-	PUN	-
9	NUM	@card@
clerval-danjoutin	NOM	clerval-danjoutin
14	NUM	@card@
-	PUN	-
14	NUM	@card@
maîche-val	NOM	maîche-val
d'	PRP	de
oye	NOM	oye
16	NUM	@card@
-	PUN	-
30	NUM	@card@
grandv-vercel	NOM	grandv-vercel
26	NUM	@card@
-	PUN	-
21	NUM	@card@
morez-lons	NOM	morez-lons
11	NUM	@card@
-	PUN	-
34	NUM	@card@
poligny-champ	NOM	poligny-champ
32	NUM	@card@
-	PUN	-
16	NUM	@card@
besançon-cap	NOM	besançon-cap
b	VER:subi	b
17	NUM	@card@
-	PUN	-
14	NUM	@card@
féminines	ADJ	féminin
honneur	NOM	honneur
baume-giromagny	NAM	baume-giromagny
23	NUM	@card@
-	PUN	-
4	NUM	@card@
moins	ADV	moins
18	NUM	@card@
ans	NOM	an
interrégional	ADJ	interrégional
chenove-dole	VER:subp	chenove-dole
29	NUM	@card@
-	PUN	-
14	NUM	@card@
beex	NOM	beex
va-semur	NOM	va-semur
23	NUM	@card@
-	PUN	-
17	NUM	@card@
bauhb-moirans	NOM	bauhb-moirans
22	NUM	@card@
-	PUN	-
23	NUM	@card@
excellence	NOM	excellence
lons-esb	NOM	lons-esb
b	VER:subi	b
18	NUM	@card@
-	PUN	-
17	NUM	@card@
maîche-palente	NOM	maîche-palente
26	NUM	@card@
-	PUN	-
27	NUM	@card@
régional	ADJ	régional
vesoul-ascap	NOM	vesoul-ascap
19	NUM	@card@
-	PUN	-
11	NUM	@card@
luxeuil-pouilley	NAM	luxeuil-pouilley
40	NUM	@card@
-	PUN	-
12	NUM	@card@
poligny-chaussin	NOM	poligny-chaussin
27	NUM	@card@
-	PUN	-
29	NUM	@card@
moins	ADV	moins
16	NUM	@card@
ans	NOM	an
excellence	NOM	excellence
st	VER:subi	st
vit-esb	NOM	vit-esb
19	NUM	@card@
-	PUN	-
28	NUM	@card@
luxeuil-dole	NOM	luxeuil-dole
39	NUM	@card@
-	PUN	-
24	NUM	@card@
grandv-val	ADJ	grandv-val
saône	NOM	saône
39	NUM	@card@
-	PUN	-
18	NUM	@card@
saône-pontarlier	NOM	saône-pontarlier
17	NUM	@card@
-	PUN	-
