l'	PRO:PER	la|le
est	VER:pres	être
républicain	ADJ	républicain
:	PUN	:
bernadette	NOM	bernadette
fischer	ADJ	fischer
(	PUN	(
tél	ABR	téléphone
.	SENT	.
03.29	NUM	@card@
.	SENT	.
71.31	NUM	@card@
.	SENT	.
08	NUM	@card@
).	ABR	).
aujourd'hui	ADV	aujourd'hui
permanence	NOM	permanence
du	PRP:det	du
maire	NOM	maire
:	PUN	:
de	PRP	de
8	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
demain	NOM	demain
assemblée	NOM	assemblée
religieuse	ADJ	religieux
:	PUN	:
à	PRP	à
9	NUM	@card@
h	ABR	heure
30	NUM	@card@
à	PRP	à
ville-sur-saulx	NOM	ville-sur-saulx
.	SENT	.
