Key = de, Value = 7
Key = juin, Value = 1
Key = crise, Value = 1
Key = fiction, Value = 1
Key = historienne, Value = 1
Key = cinq, Value = 1
Key = sexe, Value = 1
Key = l'anglaise, Value = 1
Key = conceptrice, Value = 1
Key = du, Value = 1
Key = son, Value = 1
Key = ainsi, Value = 1
Key = les, Value = 2
Key = exp�rience, Value = 1
Key = fran�aise, Value = 1
Key = par, Value = 2
Key = 11, Value = 1
Key = films, Value = 2
Key = m�dias, Value = 1
Key = minh-ha, Value = 1
Key = m�lant, Value = 1
Key = cin�ma, Value = 1
Key = pratibha, Value = 1
Key = proposer, Value = 1
Key = traveling, Value = 1
Key = et, Value = 6
Key = sera, Value = 1
Key = parmar, Value = 1
Key = cultures, Value = 1
Key = identitaire, Value = 1
Key = veut, Value = 1
Key = :, Value = 1
Key = dash, Value = 1
Key = trinh, Value = 1
Key = anim�e, Value = 1
Key = avec, Value = 1
Key = documentaire, Value = 1
Key = chacune, Value = 1
Key = denis, Value = 1
Key = r�flexion, Value = 1
Key = l'american, Value = 1
Key = ensemble, Value = 1
Key = claire, Value = 1
Key = autobiographie, Value = 1
Key = cycle, Value = 1
Key = sa, Value = 1
Key = propre, Value = 1
Key = julie, Value = 1
Key = rainer, Value = 1
Key = sur, Value = 1
Key = cet, Value = 1
Key = vingt-quatre, Value = 1
Key = cin�astes, Value = 1
Key = femmes, Value = 1
Key = yvonne, Value = 1
Key = table, Value = 1
Key = kaplan, Value = 1
Key = ann, Value = 1
Key = ce, Value = 1
Key = original, Value = 1
Key = race, Value = 1
Key = center, Value = 1
Key = ronde, Value = 1
Key = r�alis�s, Value = 1
Key = une, Value = 2
Key = actuelle, Value = 1
Key = vietnamienne, Value = 1
Key = traite, Value = 1
Key = t, Value = 1
Key = am�ricaines, Value = 1
Key = la, Value = 3
Key = culture, Value = 1
Key = partir, Value = 1
Key = personnelle, Value = 1
Key = le, Value = 1
Key = pr�sente, Value = 1
Key = �, Value = 2
