Key = de, Value = 8
Key = 47, Value = 1
Key = pr�sent�, Value = 1
Key = chute, Value = 1
Key = investisseurs, Value = 1
Key = (2, Value = 1
Key = sauvetage, Value = 1
Key = deusche, Value = 1
Key = du, Value = 2
Key = bank, Value = 1
Key = 630, Value = 1
Key = sauver, Value = 1
Key = les, Value = 2
Key = 3o, Value = 1
Key = plan, Value = 2
Key = par, Value = 2
Key = pas, Value = 1
Key = %, Value = 1
Key = analystes, Value = 1
Key = l'annonce, Value = 1
Key = janvier, Value = 1
Key = craignent, Value = 1
Key = en, Value = 1
Key = termin�, Value = 1
Key = milliards, Value = 1
Key = c�tait, Value = 1
Key = 121, Value = 1
Key = soit, Value = 1
Key = au, Value = 1
Key = ne, Value = 1
Key = millions, Value = 1
Key = que, Value = 1
Key = pr�c�dent, Value = 1
Key = rapport, Value = 1
Key = deutschemarks, Value = 1
Key = francfort, Value = 1
Key = mardi, Value = 1
Key = elle, Value = 1
Key = apr�s, Value = 1
Key = vivement, Value = 1
Key = a, Value = 2
Key = 6420, Value = 1
Key = pour, Value = 1
Key = marks, Value = 2
Key = soutenu, Value = 1
Key = francs), Value = 1
Key = o�, Value = 1
Key = l'action, Value = 1
Key = bourse, Value = 1
Key = la, Value = 2
Key = m�canique, Value = 1
Key = suffisant, Value = 1
Key = restructuration, Value = 1
Key = le, Value = 3
Key = groupe, Value = 2
Key = r�agi, Value = 1
Key = �, Value = 1
Key = comme, Value = 1
