Key = de, Value = 4
Key = conf�rence, Value = 1
Key = dit, Value = 1
Key = du, Value = 2
Key = des, Value = 2
Key = affaires, Value = 1
Key = kinkel, Value = 1
Key = izetbegovic, Value = 1
Key = vendredi, Value = 1
Key = presse, Value = 1
Key = contact, Value = 1
Key = allons, Value = 1
Key = les, Value = 1
Key = avant, Value = 1
Key = plan, Value = 1
Key = 1er, Value = 1
Key = pr�sident, Value = 1
Key = par, Value = 1
Key = pas, Value = 2
Key = il, Value = 1
Key = 17, Value = 1
Key = hostilit�s, Value = 1
Key = klaus, Value = 1
Key = ministre, Value = 1
Key = conjointe, Value = 1
Key = prendrons, Value = 1
Key = nous, Value = 1
Key = bosniaque, Value = 1
Key = allemand, Value = 1
Key = et, Value = 1
Key = serbes, Value = 1
Key = n�cessaire", Value = 1
Key = faut, Value = 1
Key = lors, Value = 1
Key = ne, Value = 1
Key = menaces, Value = 1
Key = accept�, Value = 1
Key = a-t-il, Value = 2
Key = avec, Value = 1
Key = l'initiative, Value = 1
Key = �trang�res, Value = 1
Key = partout, Value = 1
Key = n'est, Value = 1
Key = avril, Value = 1
Key = assur�, Value = 1
Key = ferons, Value = 1
Key = "nous, Value = 2
Key = paix, Value = 1
Key = si, Value = 2
Key = r�it�r�, Value = 1
Key = n�gocier, Value = 1
Key = reprise, Value = 1
Key = alija, Value = 1
Key = 30, Value = 1
Key = d'une, Value = 2
Key = mai", Value = 1
Key = ses, Value = 1
Key = offensive, Value = 1
Key = a, Value = 1
Key = bonn, Value = 1
Key = c'est, Value = 1
Key = mars, Value = 1
Key = cessez-le-feu, Value = 1
Key = guerre, Value = 1
Key = o�, Value = 1
Key = toutefois, Value = 1
Key = l'expiration, Value = 1
Key = la, Value = 1
Key = le, Value = 6
Key = groupe, Value = 1
Key = �, Value = 1
